2025-12-12 19:53:48 - llm-service - INFO - [logger.py:113] - Logger 'llm-service' initialized
2025-12-12 19:53:48 - llm-service - INFO - [logger.py:114] - Console logging level: INFO
2025-12-12 19:53:48 - llm-service - INFO - [logger.py:115] - File logging level: INFO
2025-12-12 19:53:48 - llm-service - INFO - [logger.py:116] - Log file: /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/logs/llm-service.log
2025-12-12 19:53:48 - llm-service - INFO - [config.py:214] - Loading Kokoro voices
2025-12-12 19:54:23 - llm-service - INFO - [service.py:505] - Starting server on http://0.0.0.0:9000
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_028 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_028.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_079 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_079.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_038 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_038.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_023 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_023.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_072 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_072.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_046 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_046.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_017 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_017.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_025 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_025.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_100 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_100.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_011 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_011.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_050 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_050.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_097 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_097.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_064 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_064.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_035 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_035.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_007 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_007.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_042 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_042.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_085 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_085.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_076 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_076.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_027 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_027.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_015 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_015.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_031 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_031.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_054 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_054.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_003 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_003.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_043 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_043.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_084 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_084.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_077 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_077.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_026 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_026.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_014 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_014.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_045 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_045.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_020 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_020.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_082 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_082.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_030 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_030.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_061 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_061.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_055 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_055.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_036 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_036.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_067 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_067.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_094 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_094.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_002 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_002.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_022 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_022.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_073 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_073.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_047 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_047.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_041 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_041.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_010 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_010.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_096 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_096.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_065 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_065.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_034 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_034.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_006 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_006.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_032 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_032.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_090 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_090.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_040 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_040.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_074 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_074.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_087 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_087.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_081 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_081.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_062 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_062.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_033 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_033.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_091 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_091.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_056 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_056.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_001 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_001.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_070 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_070.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_021 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_021.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_083 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_083.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_044 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_044.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_013 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_013.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_052 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_052.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_037 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_037.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_066 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_066.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_095 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_095.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_005 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_005.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_093 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_093.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_060 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_060.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_071 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_071.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_012 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_012.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_053 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_053.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_004 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_004.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_092 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_092.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_024 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_024.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_075 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_075.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_086 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_086.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_016 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_016.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_080 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_080.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_063 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_063.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_057 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_057.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_051 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_051.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_029 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_029.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_068 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_068.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_099 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_099.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_058 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_058.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_009 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_009.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zf_088 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zf_088.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:70] - Loading voice zm_069 from /Users/jun/GolandProjects/competition/tencent-hunyuan-ai-podcast/src/llm/models/hexgrad/Kokoro-82M-v1.1-zh/voices/zm_069.pt
2025-12-12 19:57:23 - llm-service - INFO - [kokoro_tts.py:73] - Kokoro TTS pipeline voices loaded successfully
2025-12-12 19:57:23 - llm-service - INFO - [tts.py:204] - Kokoro TTS model loaded successfully
2025-12-12 19:57:23 - llm-service - INFO - [service.py:210] - All models loaded successfully
2025-12-12 19:58:46 - llm-service - INFO - [service.py:450] - Received TTS request for model: kokoro
2025-12-12 19:58:46 - llm-service - INFO - [service.py:451] - Received TTS request: input=你好，这是一个测试文本。..., voice=default, instructions=None, dialect=None
2025-12-12 19:58:46 - llm-service - INFO - [tts.py:231] - Detected language: zh for text: 你好，这是一个测试文本。...
2025-12-12 19:58:46 - llm-service - INFO - [tts.py:236] - Using Kokoro voice: zm_081 for OpenAI voice: default
2025-12-12 19:58:48 - llm-service - INFO - [tts.py:253] - Inference time: 1.5374882221221924 s
2025-12-12 19:58:48 - llm-service - INFO - [service.py:477] - Speech generated successfully in wav format
2025-12-12 19:58:48 - llm-service - INFO - [service.py:304] - create_speech execution time: 1.54 seconds
